tid,did,name,Comments,Year,License,Potential issue,Domain,Required split,Relevant task,Reference,Original Source ,"Include 
(Andrej)",Explanation (Andrej),"Include 
(Lennart)",Explanation (Lennart),Final Decision ,Benchmark,task_type,status,estimation_procedure,evaluation_measures,target_feature,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,number_samples,cost_matrix,source_data_labeled,target_feature_event,target_feature_left,target_feature_right,quality_measure,target_value
,42130,medical_charges,grinsztajn uses trivial preprocessed version. Some features should not be used for prediction. Seems to be crawled data. Most available features would not be available at inference time in a real task. Remaining features mostly strings. Likely grouped data from hospitals and providers as well. Many string features like street names requiring special preprocessing.,2016,CC0: Public Domain,"Requires special preprocessing, not a predictive task",Tabular,Random,Maybe,?,?,No ,Requires special preprocessing and even then probably not a predictive task,No,not an IID tabular predictive task,No,Scientific Discovery,,,,,,,,,,,,,,,,,,,,,,,
,41267,particulate-matter-ukair-2017,Benchmark excludes latitude longitude. Has datetime features and two alternative targets. requires temporal split,2017,OGL,Temporal split,time-series,temporal,,,UK AIR homepage,No ,Temporal split,No,temporal data,No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,43144,SGEMM_GPU_kernel_performance,"Measures runtime of a matrix product. 4 alternative targets. grinsztajn uses them - leak. Even if the task is treated correctly, it might be trivial - most methods perform similar. but need to verify that. Apparently all possible value combinations are in the dataset - so the task might not make much sense.

Runtime prediction tasks also usually require some speical splits, or more custom preprocessing. Also unclear if this data and taks is not oudated",2017,CC BY 4.0,Trivial,meta-tabular,random,Maybe,"Rafael Ballester-Ripoll, Enrique G. Paredes, Renato Pajarola. Sobol Tensor Trains for Global Sensitivity Analysis. In arXiv Computer Science / Numerical Analysis e-prints, 2017, https://arxiv.org/abs/1712.00233",10.24432/C5MK70,Unclear,"need to check if the task is trivial. We might even make it an exclusion criterion if all possible values are in the dataset, as it is not an open world scenario and more for scientific discovery",Unclear,"Leaning towards no: 1) not a real predictive task if we know and observe all combinations given the feature spce, 2) data might require speical splits given what kind of congiratuions we would not know in an offline setting",No,Deterministic,,,,,,,,,,,,,,,,,,,,,,,
,45548,Otto-Group-Product-Classification-Challenge,"Distinguish products in 10 groups based on 93 features. Competition not won through leaks, but test-time adaptation helped. In general seems like a good tabular data task for random splits. Kaggle licence forbids distribution, but as the data is on OpenML with 'Unknown' license. Although this is one of the best datasets we might not be able to use it.",2015,Ambiguous,License,tabular,random,Yes,"Benjamin Bossan, Josef Feigl, and Wendy Kan. Otto Group Product Classification Challenge. https://kaggle.com/competitions/otto-group-product-classification-challenge, 2015. Kaggle.",https://www.kaggle.com/competitions/otto-group-product-classification-challenge/overview,Unclear,license might be an issue,Unclear,"Yes, no objections.

But no if legal says that license forbids usage :( ",Yes,None-License,,,,,,,,,,,,,,,,,,,,,,,
,42395,SantanderCustomerSatisfaction,"work with hundreds of anonymized features to predict if a customer is satisfied or dissatisfied with their banking experience. Very nice dataset. Data was uploaded to OpenML with Public license, but the actual license might be more prohibitive. Unsure how to deal with that. also, we don't know the split, but as competition winners used random, this should be fine.",2016,"Competition Data Rules from Kaggle, which generally forbis its distribution....",License,tabular,random,Yes,"Soraya_Jimenez and Will Cukierski. Santander Customer Satisfaction. https://kaggle.com/competitions/santander-customer-satisfaction, 2016. Kaggle.


",https://www.kaggle.com/c/santander-customer-transaction-prediction/data,Unclear,license might be an issue,Unclear,"Yes, no objections.

But no if legal says that license forbids usage :( ",Yes,None-License,,,,,,,,,,,,,,,,,,,,,,,
,46633,BNP_Paribas_Cardif_Claims_Management,"Competition was won through deanonymizing the features and analyzing them. In doing so the participants were able to find that the data is panel data structured and the target is very dependent on the level. Hence, the task actually requires a temporal (maybe also grouped) split. The leak can be exploited through feature engineering, which CatBoost does automatically. Hence, this dataset has still value for benchmarking as it covers an interesting bias. More information on the winning solution: https://www.kaggle.com/competitions/bnp-paribas-cardif-claims-management/discussion/20247",2016,?,"Temporal, license",tabular,temporal,Yes,"Anna Montoya, detoldim, Dumora, Lam Dang, Sebastien Conort, and Will Cukierski. BNP Paribas Cardif Claims Management. https://kaggle.com/competitions/bnp-paribas-cardif-claims-management, 2016. Kaggle.",https://www.kaggle.com/competitions/bnp-paribas-cardif-claims-management/overview,No ,Temporal split,No,Temporal data,No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,competitions/santander-customer-transaction-prediction,Santander Customer Transaction Prediction,"Interesting dataset, but not on OpenML. License allows to use the data for research, but not distribute it - so we have an API issue.",2019,"Competition Data Rules from Kaggle

"" you may access and use the Competition Data for non-commercial purposes only, including for participating in the Competition and on Kaggle.com forums, and for academic research and education."" [...] ""You agree not to transmit, duplicate, publish, redistribute or otherwise provide or make available the Competition Data to any party not participating in the Competition""","license, missing API",tabular,random,Yes,"Mercedes Piedra, Sohier Dane, and Soraya_Jimenez. Santander Customer Transaction Prediction. https://kaggle.com/competitions/santander-customer-transaction-prediction, 2019. Kaggle.",https://www.kaggle.com/competitions/santander-customer-transaction-prediction,Unclear,"License, API",Unclear,"Yes, no objections.

But no if legal says that license forbids usage :( ",Yes,None-License,,,,,,,,,,,,,,,,,,,,,,,
,46636,Homesite_Quote_Conversion,Split seems to be random per QuoteNumber sample; feature engineered geographic information as it seems,2016,Competition Data Rules from Kaggle,"License, spatial information",tabular,random,Yes,"Darrel, Stephen D Stayton, and Will Cukierski. Homesite Quote Conversion. https://kaggle.com/competitions/homesite-quote-conversion, 2015. Kaggle.",https://www.kaggle.com/competitions/homesite-quote-conversion/data?select=train.csv.zip,Unclear,License,Unclear,"Yes, no objections.

But no if legal says that license forbids usage :( ",Yes,None-License,,,,,,,,,,,,,,,,,,,,,,,
,46637,IEEE-CIS_Fraud_Detection,Very nice fraud detection dataset (the best one I know). Requires temporal split - although the competition winners used grouped split (by month),2019,"Academic use allowed, but not redistribution","temporal split, license",tabular,temporal,Yes,"Addison Howard, Bernadette Bouchon-Meunier, IEEE CIS, inversion, John Lei, Lynn@Vesta, Marcus2010, and Prof. Hussein Abbass. IEEE-CIS Fraud Detection. https://kaggle.com/competitions/ieee-fraud-detection, 2019. Kaggle.",https://www.kaggle.com/competitions/ieee-fraud-detection,No ,"Temporal split, license",No,temporal data,No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://archive.ics.uci.edu/dataset/315/geographical+original+of+music,GeographicalOriginalofMusic,audio features extracted from 1059 wave files,,,,,,,,,No,Audio,No,Audio,No,Audio,,,,,,,,,,,,,,,,,,,,,,,
,579,fri_c0_250_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,581,fri_c3_500_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,582,fri_c1_500_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,584,fri_c4_500_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,588,fri_c4_1000_100,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,590,fri_c0_1000_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,591,fri_c1_100_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,592,fri_c4_1000_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,593,fri_c1_1000_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,594,fri_c2_100_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,595,fri_c0_1000_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,596,fri_c2_250_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,597,fri_c2_500_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,598,fri_c0_1000_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,599,fri_c2_1000_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,601,fri_c1_250_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,602,fri_c3_250_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,603,fri_c0_250_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,604,fri_c4_500_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,605,fri_c2_250_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,606,fri_c2_1000_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,607,fri_c4_1000_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,612,fri_c1_1000_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,613,fri_c3_250_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,615,fri_c4_250_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,616,fri_c4_500_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,617,fri_c3_500_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,618,fri_c3_1000_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,620,fri_c1_1000_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,621,fri_c0_100_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,622,fri_c2_1000_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,623,fri_c4_1000_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,627,fri_c2_500_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,628,fri_c3_1000_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,631,fri_c1_500_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,633,fri_c0_500_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,634,fri_c2_100_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,635,fri_c0_250_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,637,fri_c1_500_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,641,fri_c1_500_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,643,fri_c2_500_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,644,fri_c4_250_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,647,fri_c1_250_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,648,fri_c1_250_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,650,fri_c0_500_50,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,651,fri_c0_100_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,653,fri_c0_250_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,654,fri_c0_500_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,656,fri_c1_100_5,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,657,fri_c2_250_10,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,658,fri_c3_250_25,,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,195,auto_price,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,auto,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,breast,,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,breast_cancer_wisconsin,,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,buggyCrx,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,cleve,Duplicate heart-h,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,cleveland,Duplicate heart-h,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,cleveland_nominal,Duplicate heart-h,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,contraceptive,Duplicate of cmc,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,credit_a,Duplicate credit-approval,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,crx,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,flare,Duplicate of solar_flare,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,german,Duplicate of credit-g,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,heart_statlog,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,horse_colic,Duplicate of colic,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,house_votes_84,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,hungarian,Duplicate of heart_disease_hungarian,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,pima,Duplicate of diabetes,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,prnn_fglass,Duplicate of glass,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,solar_flare_1,Duplicate of solar_flare,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,solar_flare_2,Duplicate of solar_flare,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,vote,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,breast_cancer_wisconsin_diagnostic,Duplicate,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,breast_cancer_wisconsin_original,Duplicate,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,bupa,,,,,,,,,,No,Sample size,No,Sample size,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,,contraceptive_method,Duplicate of cmc,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,credit_approval_australia,Duplicate credit-approval,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,credit_approval_germany,Duplicate credit-g,,,,,,,,,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_10_19,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Deterministic,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_12_43,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_13_18,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_14_14,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_15_12,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_15_14,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_15_27,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_17_37,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_19_51,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_21_20,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_4_32,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_4_33,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_7_38,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_8_54,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_III_9_52,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_10_9,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_11_20,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_11_27,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_11_28,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_11_3,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_13_17,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_13_23,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_13_34,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_15_4,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_15_5,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_21_32,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_24_17,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_27_16,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_27_18,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_2_42,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_34_11,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_34_2,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_34_29a,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_34_29b,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_34_2a,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_35_18,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_35_21,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_36_38,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_37_1,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_38_14,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_38_3,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_3_24,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_4_23,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_6_11,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_6_15a,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_6_15b,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_8_31,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_II_8_7,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_10_7,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_11_19,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_12_1,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_12_11,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_12_2,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_12_4,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_12_5,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_13_12,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_13_4,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_14_3,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_14_4,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_15_10,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_15_3t,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_15_3x,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_16_6,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_18_12,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_18_14,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,,feynman_I_18_4,Artificial dataset of feynman equations,,,,,,,,,No,Artificial,No,Artificial,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
